47034557810|1017
47254483387|2505
47448376896|9292
47744682823|2602
47792949087|1318
47846783874|2310
47856858753|1485
47884789515|7405
47900911391|1973
48022063304|8060
48246603604|2629
48322695187|1509
48513687634|1364
48561797720|2911
48698535828|1308
48746444149|1321
48923451215|6933
48966170889|1512
48346669801|1358
48979795874|7471
49047914449|2898
49026402520|1938
49070525615|4038
49452150149|2529
49601024972|8642
49762745272|2817
49923611884|2289
49996983900|6416
50229486053|1967
50274554020|1594
49133535000|7305
50110960840|2042
50593897587|4271
50769215866|8081
50931296587|6402
51201402204|5314
51321874987|3172
51342987500|2202
51349353515|4613
51400456134|7248
51354578287|2522
51837013772|5166
51841274291|8590
51990270000|2513
52218341204|5260
52580695915|1358
52629600653|9289
52657965920|4608
52883833753|7815
52802639234|1986
52952533253|1518
52936392772|1420
52723194191|1912
53378458100|1980
53649508915|6353
53642449204|1306
54126479791|1003
54323169868|8524
54352690597|1212
54420695587|1339
54884284372|9330
54801060820|4778
55079610000|8555
55220894153|7750
55509401591|1971
55423922020|2865
55549543320|8504
55809090710|2758
55880193934|4830
56095821991|3540
56084048234|6253
56068735249|1738
56026749934|3366
56138954491|6384
56673531800|9675
57362041934|6302
57456518572|1636
57865922191|8241
57985227091|5381
58187162953|6806
58176896934|7025
58324208968|2315
58635262549|9949
58964576934|2202
59295597168|1674
59383640600|2206
59473207115|1272
59467568268|2609
59830298868|8504
59908092049|2637
59917040668|3157
59932260991|2246
59999861253|2404
60042575249|6197
60187492115|3151
60261714791|2305
60527340197|2303
60664456340|1063
60681608749|1347
60329254472|1227
60815531834|2806
60806640383|2808
60830913904|5273
60856258393|9647
61246719215|1589
61431265934|2654
61410128687|2601
61372730320|3008
61577839900|2703
61597813915|2536
61758884991|4747
61823023991|2208
61785776304|4031
61884065287|3106
61303631415|2006
61929077149|4522
62072595487|2807
62192469004|8316
62144146420|8496
62237853304|8739
62242601768|7329
62454862115|1105
62972979591|1710
62822306400|4693
63005476634|1917
63070049753|3514
63240343487|4889
63121840215|7910
63497123072|3575
63675293734|8427
63723492215|4691
64008819991|1967
64040755987|1225
64100766491|5240
64260925415|5430
64337464972|2413
64430669287|3504
64457117072|6670
64688895704|1961
64850420087|6352
64986489704|4512
65386582534|9428
65802756772|2420
65976010172|2601
66088267291|1985
65549406934|1914
65531515715|3299
66144094768|1325
66250820744|1459
66415136291|2413
66445841953|1526
66669146434|2917
65950186320|1810
66868700059|2009
66813484249|3971
67117597291|2512
67071422087|3312
67151884249|2209
66751101015|5318
67297838500|5836
66868700059|2009
67585051972|9741
67728219391|6825
67748856672|6769
68066643420|2804
68096291068|3175
68317131653|6819
67785891249|4529
67874754468|2335
67934552220|4258
68887965153|2405
69010951553|2826
68916892104|1608
68639287953|7241
68843836749|1735
68427603800|7174
69184968672|6927
69622558704|7418
69756988800|3105
69316104904|1324
69495467853|1759
69583722120|9659
69677468200|4565
69902089291|3146
70032452489|2910
70061306622|6987
70075629496|1006
70108228240|2584
70137623186|1542
70184534887|2109
70187052409|3029
70089974425|1620
70225141272|8155
70225591987|1425
70383103800|2323
70379748460|9263
70312249349|2106
70322336198|2528
70330654187|3750
70506159191|2302
70498976122|1256
