70629830126|2685
70730318672|2918
70761183272|2619
70785368191|1805
70789366479|7719
70885290330|3152
70848173520|7610
70989303772|2630
71096018462|8246
70969078072|5076
71001816153|2509
71096018462|8246
71167544900|4691
71197990534|5095
71268634204|1978
71422757153|2268
71540091791|9637
71571027149|5163
71894918134|1511
71894918134|1511
71824260644|6318
71985026287|1623
72006064304|1639
72336927187|3005
72342188153|1256
72641487934|8342
72739541520|2007
72751010172|1635
72761571053|1975
72924721172|2102
72977434615|1267
73133655787|1703
73191760253|7402
73462136100|1370
73554847100|4046
73639460197|8416
73732516172|6920
73754170678|2805
73698431149|2539
74580353234|6140
73746983720|9527
75432064200|3067
74764535300|1979
75010461749|9236
76034941253|3714
76057410068|2713
76246477968|2795
76317544700|2230
76353435134|3539
76374629434|8415
76331350934|1425
76427749668|2210
76764923353|6140
76839257487|3042
77007620159|2701
77072448934|2109
75469855791|2910
75547538949|1970
73973432600|4053
75622807204|4161
77154711787|8010
77169581787|2601
77206088104|8351
77478592287|2202
73836222191|4031
77789350404|2072
77521650182|7177
77946154534|1981
78081718400|5207
76360628791|1019
78381304504|3125
78453810559|7426
78481473715|1606
78591724291|2148
78645026791|4291
79074189920|1973
78865484187|1725
79367720904|3375
79829651720|2102
79690548700|6293
79951015549|9284
79507646868|6663
79562000168|6291
80584640749|3409
80665373104|1322
80003095568|1994
80093809700|2012
80172083168|1525
80966349504|9184
81180969472|4815
80685668720|8526
80881327204|2306
81548141615|7507
81958994634|2921
81958978353|1007
81654200700|4631
81674538553|3261
81858990700|2272
82204438634|9970
82486123334|5509
82442630087|7007
82324190168|2906
82362831191|1807
82276757191|3824
82664862987|1959
82615500953|8188
82153779715|2420
82163413268|5268
82829136772|1782
82944512749|7916
82999139187|9197
83152148615|2903
83357742004|5441
83430610559|1483
83510150325|7991
83660208000|1403
83913971572|3461
83838740068|2509
83998101691|1357
83591133000|6021
84065850991|7109
84061375334|3142
84390344749|8170
84390344749|8170
84595337787|1921
84693177849|2231
84707178804|1822
84723580620|1926
84662239915|4333
84911778687|1813
84161434391|1702
85104760472|2011
85161691620|8426
85208612020|2015
85782073519|6830
85794466510|2708
85342220106|3265
85494151700|2704
85878780500|1994
85831867234|1660
86061631120|1120
85721166720|4182
86155695253|2011
86525310130|6351
86343939768|9673
86188755891|6708
86543970200|3646
86164350425|2402
87060582134|2121
87020122353|2011
86668013104|4257
87194244500|7204
87118904872|5811
87357992934|7578
87452642791|8534
87495104104|2389
85685127987|5663
87628872891|2704
87671727172|1980
87986558172|5611
88051978668|5822
88252582591|1904
87916797100|7585
88416488991|8209
88469840304|1221
88801250878|2569
88718298591|1845
86438190004|7735
87376237704|1602
87417910610|1710
87458527153|1302
88229106649|5169
87790424220|2412
88513378100|4581
88229106649|5169
88283208187|2806
89659198949|1912
88984753220|1805
89001125891|2530
89087178115|2423
89143400906|6380
89139771415|7910
89196392649|2368
89279069268|7016
89537130800|4254
90436083515|3968
90719344034|1079
90596595700|2110
90507681720|2105
90854101691|8630
91160812187|1008
90910290725|6271
91197007504|7571
91210380749|4641
91300053704|4011
91544092091|3649
91567122604|4713
91608236587|4195
91636744753|9163
89749235304|1712
89804317672|3053
